Ensembl.ID	Location	Approved.Symbol	Mim.Number	Gene.Name	Phenotypes	Panels	From.Omim	From.PanelApp	Inheritance	Publications	Aliases
ENSG00000196187	chr1:225840555-225882719	TMEM63A	618685	Transmembrane protein 63A	"Leukodystrophy, hypomyelinating, 19, transient infantile, 618688 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000164953	chr8:93754843-93832652	TMEM67	609884	Transmembrane protein 67 (meckelin)	"Meckel syndrome 3, 607361 (3), Autosomal recessive; COACH syndrome 1, 216360 (3), Autosomal recessive; ?RHYNS syndrome, 602152 (3), Autosomal recessive; Nephronophthisis 11, 613550 (3), Autosomal recessive; {Bardet-Biedl syndrome 14, modifier of}, 615991 (3), Autosomal recessive; Joubert syndrome 6, 610688 (3), Autosomal recessive"	"DDG2P, Bardet Biedl syndrome, Ophthalmological ciliopathies, Limb disorders, Cystic kidney disease, Renal ciliopathies, Neurological ciliopathies, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"MGC26979, JBTS6, NPHP11"
ENSG00000175606	chr8:73976194-73982782	TMEM70	612418	Transmembrane protein 70	"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2, 614052 (3), Autosomal recessive"	"Inborn errors of metabolism, Mitochondrial disorder with complex V deficiency, Cardiomyopathies - including childhood onset, DDG2P, Mitochondrial disorders, Intellectual disability, Hyperammonaemia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	FLJ20533
ENSG00000177728	chr17:75441158-75500451	TMEM94	618163	Transmembrane protein 94	"Intellectual developmental disorder with cardiac defects and dysmorphic facies, 618316 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000006042	chr17:32928152-32944314	TMEM98	615949	Transmembrane protein 98	"Nanophthalmos 4, 615972 (3), Autosomal dominant"	Anophthalmia or microphthalmia	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"24852644, 26392740"	DKFZP564K1964
ENSG00000181585	chr3:46693777-46710885	TMIE	607237	Transmembrane inner ear-expressed gene	"Deafness, autosomal recessive 6, 600971 (3), Autosomal recessive"	"Severe Paediatric Disorders, Hearing loss"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000154646	chr21:18269106-18403805	TMPRSS15	606635	"Transmembrane protease, serine 15"	"Enterokinase deficiency, 226200 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000160183	chr21:42371889-42396051	TMPRSS3	605511	"Transmembrane protease, serine 3"	"Deafness, autosomal recessive 8/10, 601072 (3), Autosomal recessive"	"Severe Paediatric Disorders, Hearing loss"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000187045	chr22:37065435-37110624	TMPRSS6	609862	"Transmembrane protease, serine 6 (matriptase 2)"	"Iron-refractory iron deficiency anemia, 206200 (3), Autosomal recessive"	"Cytopenias and congenital anaemias, Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"19592582, 19357398, 18596229, 18408718"	FLJ30744
ENSG00000139324	chr12:88142306-88199886	TMTC3	617218	Transmembrane and tetratricopeptide repeat domains-containing protein 3	"Lissencephaly 8, 617255 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"FLJ90492, SMILE"
ENSG00000213593	chr11:57712592-57740972	TMX2	616715	Thioredoxin-related transmembrane protein 2	"Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity, 618730 (3), Autosomal recessive"	Intellectual disability	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"31586943, 31270415, 31735293"	PDIA12
ENSG00000041982	chr9:115019574-115118243	TNC	187380	Tenascin C (hexabrachion)	"Deafness, autosomal dominant 56, 615629 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000118503	chr6:137866316-137883311	TNFAIP3	191163	Tumor necrosis factor-alpha-induced protein 3	"Autoinflammatory syndrome, familial, Behcet-like, 616744 (3), Autosomal dominant"	Severe Paediatric Disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"A20, OTUD7C"
ENSG00000120889	chr8:23020132-23069030	TNFRSF10B	603612	"Tumor necrosis factor receptor superfamily, member 10B"	"Squamous cell carcinoma, head and neck, 275355 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000141655	chr18:62325309-62391287	TNFRSF11A	603499	"Tumor necrosis factor receptor superfamily, member 11A"	"Osteolysis, familial expansile, 174810 (3), Autosomal dominant; {Paget disease of bone 2, early-onset}, 602080 (3), Autosomal dominant; Osteopetrosis, autosomal recessive 7, 612301 (3), Autosomal recessive"	"Osteopetrosis, Skeletal dysplasia, Severe Paediatric Disorders"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"		"RANK, CD265, FEO"
ENSG00000164761	chr8:118923556-118951884	TNFRSF11B	602643	"Tumor necrosis factor receptor superfamily, member 11B (osteoprotegerin)"	"Paget disease of bone 5, juvenile-onset, 239000 (3), Autosomal recessive"	"Skeletal dysplasia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"OCIF, TR1"
ENSG00000240505	chr17:16939080-16972117	TNFRSF13B	604907	"Tumor necrosis factor receptor superfamily, member 13B"	"Immunoglobulin A deficiency 2, 609529 (3); Immunodeficiency, common variable, 2, 240500 (3), Autosomal dominant, Autosomal recessive"	Severe Paediatric Disorders	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	30847515	"TACI, CD267, IGAD2"
ENSG00000159958	chr22:41922031-41926805	TNFRSF13C	606269	"Tumor necrosis factor receptor superfamily, member 13C"	"Immunodeficiency, common variable, 4, 613494 (3), Autosomal recessive"	Severe Paediatric Disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"BAFFR, CD268"
ENSG00000067182	chr12:6328770-6342075	TNFRSF1A	191190	"Tumor necrosis factor receptor superfamily, member 1A"	"{Multiple sclerosis, susceptibility to, 5}, 614810 (3); Periodic fever, familial, 142680 (3), Autosomal dominant"	Severe Paediatric Disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55"
ENSG00000120659	chr13:42562735-42608012	TNFSF11	602642	"Tumor necrosis factor ligand superfamily, member 11 (osteoprotegerin ligand)"	"Osteopetrosis, autosomal recessive 2, 259710 (3), Autosomal recessive"	"Osteopetrosis, Skeletal dysplasia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"TRANCE, RANKL, OPGL, ODF, CD254"
ENSG00000154310	chr3:171058413-171460407	TNIK	610005	TRAF2-and NCK-interacting kinase	"Mental retardation, autosomal recessive 54, 617028 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000114854	chr3:52451099-52454040	TNNC1	191040	"Troponin-C1, slow"	"Cardiomyopathy, hypertrophic, 13, 613243 (3), Autosomal dominant; Cardiomyopathy, dilated, 1Z, 611879 (3)"	"Hypertrophic cardiomyopathy - teen and adult, Cardiomyopathies - including childhood onset"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"		
ENSG00000130598	chr11:1838980-1841677	TNNI2	191043	"Troponin I, fast-twitch skeletal muscle isoform"	"Arthrogryposis, distal, type 2B1, 601680 (3), Autosomal dominant"	"Severe Paediatric Disorders, Congenital myopathy, Arthrogryposis, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"FSSV, DA2B"
ENSG00000129991	chr19:55151766-55157731	TNNI3	191044	"Troponin-I, cardiac"	"Cardiomyopathy, hypertrophic, 7, 613690 (3), Autosomal dominant; ?Cardiomyopathy, dilated, 2A, 611880 (3), Autosomal recessive; Cardiomyopathy, dilated, 1FF, 613286 (3); Cardiomyopathy, familial restrictive, 1, 115210 (3), Autosomal dominant"	"Hypertrophic cardiomyopathy - teen and adult, Cardiomyopathies - including childhood onset"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	"27532257, 28369730, 30681346"	"TNNC1, CMH7"
ENSG00000116783	chr1:74235386-74544427	TNNI3K	613932	TNNI3-interacting kinase	"Cardiac conduction disease with or without dilated cardiomyopathy, 616117 (3), Autosomal dominant"	Cardiomyopathies - including childhood onset	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		CARK
ENSG00000105048	chr19:55132697-55149331	TNNT1	191041	"Troponin-T1, skeletal, slow"	"Nemaline myopathy 5, Amish type, 605355 (3), Autosomal recessive"	"Arthrogryposis, Congenital myopathy, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"26296490, 10952871, 27429059"	"ANM, STNT, TNT, TNTS, FLJ98147, MGC104241, NEM5"
ENSG00000118194	chr1:201359013-201377827	TNNT2	191045	"Troponin-T2, cardiac"	"Cardiomyopathy, familial restrictive, 3, 612422 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 2, 115195 (3), Autosomal dominant; Left ventricular noncompaction 6, 601494 (3), Autosomal dominant; Cardiomyopathy, dilated, 1D, 601494 (3), Autosomal dominant"	"Hypertrophic cardiomyopathy - teen and adult, Left Ventricular Noncompaction Cardiomyopathy, Cardiomyopathies - including childhood onset"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"27532257, 28369730, 30681346"	CMPD2
ENSG00000130595	chr11:1919550-1938703	TNNT3	600692	"Troponin-T3, skeletal, fast"	"Arthrogryposis, distal, type 2B2, 618435 (3), Autosomal dominant"	"Congenital myopathy, Severe Paediatric Disorders, Arthrogryposis"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"12865991, 17194691"	"AMCD2B, DA2B, FSSV, DKFZp779M2348"
ENSG00000064419	chr7:128954184-129055110	TNPO3	610032	Transportin 3	"Muscular dystrophy, limb-girdle, autosomal dominant 2, 608423 (3), Autosomal dominant"	Limb girdle muscular dystrophy	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		"TRN-SR, MTR10A, TRN-SR2, IPO12"
ENSG00000168477	chr6:32041152-32109337	TNXB	600985	Tenascin XB	"Ehlers-Danlos syndrome, classic-like, 1, 606408 (3), Autosomal recessive; Vesicoureteral reflux 8, 615963 (3), Autosomal dominant"	Ehlers Danlos syndromes	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"28306229, 28306225, 11642233, 15733269, 23768946, 27582382"	"TNXBS, XBS, XB"
ENSG00000132773	chr1:45339750-45343972	TOE1	613931	Target of EGR1	"Pontocerebellar hypoplasia, type 7, 614969 (3), Autosomal recessive"	"Hereditary ataxia - adult onset, Cerebellar hypoplasia, Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	28092684	hCaf1z
ENSG00000160949	chr8:144428774-144444487	TONSL	604546	Tonsoku-like DNA repair protein	"Spondyloepimetaphyseal dysplasia, sponastrime type, 271510 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000198900	chr20:41028821-41124486	TOP1	126420	Topoisomerase (DNA) I	"DNA topoisomerase I, camptothecin-resistant (3)"		TRUE	FALSE			
ENSG00000131747	chr17:40388524-40417901	TOP2A	126430	"Topoisomerase (DNA) II, alpha, 170kD"	"DNA topoisomerase II, resistance to inhibition of, by amsacrine (3)"		TRUE	FALSE			
ENSG00000177302	chr17:18269957-18314995	TOP3A	601243	"Topoisomerase (DNA) III, alpha"	"Microcephaly, growth restriction, and increased sister chromatid exchange 2, 618097 (3), Autosomal recessive; ?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5, 618098 (3), Autosomal recessive"	"Growth failure in early childhood, Inborn errors of metabolism, DDG2P, Confirmed Fanconi anaemia or Bloom syndrome, Mitochondrial disorders, Severe microcephaly, Mitochondrial DNA maintenance disorder, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	ZGRF7
ENSG00000197579	chr9:32540543-32552585	TOPORS	609507	Topoisomerase I-binding arginine/serine-rich protein	"Retinitis pigmentosa 31, 609923 (3)"	Retinal disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"Review of the literature from Stephanie Barton (Manchester) - Bowne et al (2008) Two different TOPORS mutations, p.Glu808X and p.Arg857GlyfsX9, were each identified in one proband. Patients with these mutations exhibited clinical signs typical of advanced adRP. Mol Vis May 19, 14: 922-7, O'Sullivan et al (2012) A paradigm shift in the delivery of services for diagnosis of inherited retinal disease. J Med Genet.  May, 49(5):322-6, Identified nonsense mutation Arg847Ter in RP patient, Eisenberger et al (2013) Increasing the yield in targeted next-generation sequencing by implicating CNV analysis, non-coding exons and the overall variant load: the example of retinal dystrophies. PLoS One.  Nov 12, 8(11):e78496"	"TP53BPL, LUN"
ENSG00000136827	chr9:129812941-129824135	TOR1A	605204	Torsin A	"Dystonia-1, torsion, 128100 (3), Autosomal dominant; Arthrogryposis multiplex congenita 5, 618947 (3), Autosomal recessive; {Dystonia-1, modifier of} (3)"	"Adult onset movement disorder, Severe Paediatric Disorders, Childhood onset dystonia or chorea or related movement disorder, Arthrogryposis"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"16537570, 9288096, 20301665, http://www.ncbi.nlm.nih.gov/books/NBK1155/, 17503336, 11523564"	DQ2
ENSG00000141510	chr17:7668420-7687489	TP53	191170	Tumor protein p53	"{Adrenocortical carcinoma, pediatric}, 202300 (3), Autosomal dominant; {Glioma susceptibility 1}, 137800 (3), Somatic mutation, Autosomal dominant; {Basal cell carcinoma 7}, 614740 (3), Autosomal dominant; Bone marrow failure syndrome 5, 618165 (3), Autosomal dominant; {Colorectal cancer}, 114500 (3), Somatic mutation, Autosomal dominant; Nasopharyngeal carcinoma, somatic, 607107 (3); Breast cancer, somatic, 114480 (3); {Osteosarcoma}, 259500 (3), Somatic mutation; {Choroid plexus papilloma}, 260500 (3), Autosomal dominant; Li-Fraumeni syndrome, 151623 (3), Autosomal dominant; Hepatocellular carcinoma, somatic, 114550 (3); Pancreatic cancer, somatic, 260350 (3)"	"Familial Tumours Syndromes of the central & peripheral Nervous system, Haematological malignancies for rare disease, Familial rhabdomyosarcoma, Multiple endocrine tumours, Adult solid tumours for rare disease, Familial breast cancer, Severe Paediatric Disorders"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"		"p53, LFS1"
ENSG00000172315	chr20:46684364-46689443	TP53RK	608679	TP53-regulating kinase	"Galloway-Mowat syndrome 4, 617730 (3), Autosomal recessive"	Severe Paediatric Disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"dJ101A2.2, prpk, Nori-2p, BUD32"
ENSG00000073282	chr3:189596745-189897275	TP63	603273	Tumor protein p63 (tumor protein p73-like)	"Limb-mammary syndrome, 603543 (3), Autosomal dominant; Orofacial cleft 8, 618149 (3); Split-hand/foot malformation 4, 605289 (3), Autosomal dominant; Hay-Wells syndrome, 106260 (3), Autosomal dominant; Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), Autosomal dominant; Rapp-Hodgkin syndrome, 129400 (3), Autosomal dominant; ADULT syndrome, 103285 (3), Autosomal dominant"	"Clefting, DDG2P, Limb disorders, Skeletal dysplasia, Severe Paediatric Disorders, Ectodermal dysplasia without a known gene mutation, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		"p51, SHFM4, EEC3, p63, p73L, OFC8, KET, p73H, NBP, p53CP"
ENSG00000111669	chr12:6866833-6870947	TPI1	190450	Triosephosphate isomerase-1	"Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3), Autosomal recessive"	"Severe Paediatric Disorders, Cytopenias and congenital anaemias"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000196511	chr7:144451940-144836423	TPK1	606370	Thiamine pyrophosphokinase	"Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3), Autosomal recessive"	"Severe Paediatric Disorders, Mitochondrial disorders, Inborn errors of metabolism, Childhood onset dystonia or chorea or related movement disorder"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"HTPK1, PP20"
ENSG00000140416	chr15:63042697-63071914	TPM1	191010	"Tropomyosin 1, alpha"	"Left ventricular noncompaction 9, 611878 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 3, 115196 (3), Autosomal dominant; Cardiomyopathy, dilated, 1Y, 611878 (3), Autosomal dominant"	"Hypertrophic cardiomyopathy - teen and adult, Left Ventricular Noncompaction Cardiomyopathy, Cardiomyopathies - including childhood onset"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		
ENSG00000198467	chr9:35681992-35690055	TPM2	190990	"Tropomyosin-2, beta"	"Nemaline myopathy 4, autosomal dominant, 609285 (3), Autosomal dominant; Arthrogryposis, distal, type 2B4, 108120 (3), Autosomal dominant; Arthrogryposis, distal, type 1A, 108120 (3), Autosomal dominant; CAP myopathy 2, 609285 (3), Autosomal dominant"	"Severe Paediatric Disorders, Congenital myopathy, Fetal anomalies, Arthrogryposis"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"DA1, NEM4"
ENSG00000143549	chr1:154155307-154192099	TPM3	191030	Tropomyosin 3	"CAP myopathy 1, 609284 (3), Autosomal dominant, Autosomal recessive; Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3), Autosomal dominant, Autosomal recessive; Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal dominant, Autosomal recessive"	"Arthrogryposis, Congenital myopathy, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	24692096	TRK
ENSG00000115705	chr2:1413287-1543672	TPO	606765	Thyroid peroxidase	"Thyroid dyshormonogenesis 2A, 274500 (3), Autosomal recessive"	"Severe Paediatric Disorders, Congenital hypothyroidism"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"12938097, 8027236, 8964831, 11061528, 27525530 (Nicholas et al.,2016) identify a monogenic basis of disease, 27166716"	TPX
ENSG00000166340	chr11:6612767-6619421	TPP1	607998	Tripeptidyl peptidase 1	"Spinocerebellar ataxia, autosomal recessive 7, 609270 (3), Autosomal recessive; Ceroid lipofuscinosis, neuronal, 2, 204500 (3), Autosomal recessive"	"Severe Paediatric Disorders, Inborn errors of metabolism, DDG2P, Hereditary ataxia - adult onset, Lysosomal storage disorder, Intellectual disability, Retinal disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"9295267, 12414822, 10330339, 12376936, 10665500, 17959406"	
ENSG00000144034	chr2:73729872-73737344	TPRKB	608680	TP53RK-binding protein	"Galloway-Mowat syndrome 5, 617731 (3), Autosomal recessive"	Severe Paediatric Disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"CGI-121, CGI121"
ENSG00000176058	chr9:137191618-137200740	TPRN	613354	Taperin	"Deafness, autosomal recessive 79, 613307 (3), Autosomal recessive"	Hearing loss	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"PMID:19603065, 20170898, 20170899"	FLJ90254
ENSG00000229164	14:23016447-23021097	TRAC	186880	T-cell receptor alpha constant	"Immunodeficiency 7, TCR-alpha/beta deficient, 615387"	Severe Paediatric Disorders	FALSE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000204104	chr2:238320488-238400899	TRAF3IP1	607380	TNF receptor-associated factor 3-interacting protein 1	"Senior-Loken syndrome 9, 616629 (3), Autosomal recessive"	"Renal ciliopathies, Severe Paediatric Disorders, Ophthalmological ciliopathies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	26487268	"MIP-T3, DKFZP434F124, MIPT3, IFT54"
ENSG00000131653	chr16:2155777-2178128	TRAF7	606692	TNF receptor-associated factor 7	"Cardiac, facial, and digital anomalies with developmental delay, 618164 (3), Autosomal dominant"	"DDG2P, Intellectual disability, Familial non syndromic congenital heart disease, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	29961569	"RNF119, DKFZp586I021, MGC7807"
ENSG00000183763	chr3:49828594-49856583	TRAIP	605958	TRAF-interacting protein	"Seckel syndrome 9, 616777 (3), Autosomal recessive"	"Severe microcephaly, Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"26595769, 30914295"	"TRIP, RNF206"
ENSG00000182606	chr3:42013801-42225889	TRAK1	608112	"Trafficking protein, kinesin-binding 1"	"Developmental and epileptic encephalopathy 68, 618201 (3), Autosomal recessive"	Severe Paediatric Disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"OIP106, KIAA1042, MILT1"
ENSG00000168538	chr4:183659276-183713591	TRAPPC11	614138	"Trafficking protein particle complex, subunit 11"	"Muscular dystrophy, limb-girdle, autosomal recessive 18, 615356 (3), Autosomal recessive"	"Limb girdle muscular dystrophy, Severe Paediatric Disorders, Congenital muscular dystrophy"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"23830518, 27707803"	"FLJ12716, gry, foigr"
ENSG00000171853	chr2:3379244-3479570	TRAPPC12	614139	"Trafficking protein particle complex, subunit 12"	"Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, 617669 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"28777934, 32369837"	"CGI-87, TTC-15"
ENSG00000196459	chrX:13712242-13734632	TRAPPC2	300202	Trafficking protein particle complex 2 (sedlin)	"Spondyloepiphyseal dysplasia tarda, 313400 (3), X-linked recessive"	"Skeletal dysplasia, Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"		"TRS20, SEDT, MIP-2A, ZNF547L, hYP38334"
ENSG00000167515	chr16:88856219-88862677	TRAPPC2L	610970	Trafficking protein particle complex 2-like	"Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis, 618331 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000196655	chr11:119018765-119024133	TRAPPC4	610971	"Trafficking protein particle complex, subunit 4 (synbindin)"	"Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, 618741 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000182400	chr14:39147810-39170399	TRAPPC6B	610397	"Trafficking protein particle complex, subunit 6B"	"Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, 617862 (3), Autosomal recessive"	Intellectual disability	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"28626029, 28397838, 31687267"	
ENSG00000167632	chr8:139727724-140458578	TRAPPC9	611966	Trafficking protein particle complex 9	"Mental retardation, autosomal recessive 13, 613192 (3), Autosomal recessive"	"Clefting, DDG2P, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"20004764, 30853973"	"IKBKBBP, NIBP, KIAA1882, T1, TRS120, MRT13"
ENSG00000186439	chr6:123216338-123636949	TRDN	603283	Triadin	"Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness, 615441 (3), Autosomal recessive"	Catecholaminergic polymorphic VT	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	26200674	
ENSG00000118094	chr11:118657315-118679649	TREH	275360	Trehalase	"Trehalase deficiency, 612119 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000095970	chr6:41158507-41163115	TREM2	605086	Triggering receptor expressed on myeloid cells 2	"Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2, 618193 (3), Autosomal recessive"	"Skeletal dysplasia, Severe Paediatric Disorders, White matter disorders - adult onset, Neurodegenerative disorders - adult onset"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"TREM-2, Trem2a, Trem2b, Trem2c"
ENSG00000213689	chr3:48465829-48467644	TREX1	606609	3' repair exonuclease 1	"{Systemic lupus erythematosus, susceptibility to}, 152700 (3), Autosomal dominant; Vasculopathy, retinal, with cerebral leukoencephalopathy and systemic manifestations, 192315 (3), Autosomal dominant; Aicardi-Goutieres syndrome 1, dominant and recessive, 225750 (3), Autosomal dominant, Autosomal recessive; Chilblain lupus, 610448 (3), Autosomal dominant"	"Inborn errors of metabolism, White matter disorders - adult onset, DDG2P, Childhood onset dystonia or chorea or related movement disorder, Familial cerebral small vessel disease, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"		DRN3
ENSG00000174417	chr8:109086584-109121564	TRHR	188545	Thyrotropin-releasing hormone receptor	"Hypothyroidism, congenital, nongoitrous, 7, 618573 (3), Autosomal recessive"	Congenital hypothyroidism	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"PMID: 9141550, PMID: 19213692"	
ENSG00000109654	chr4:153152162-153339316	TRIM2	614141	Tripartite motif-containing protein 2	"Charcot-Marie-Tooth disease, type 2R, 615490 (3), Autosomal recessive"	Hereditary neuropathy	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"23562820, 25893792, 18687884"	"KIAA0517, RNF86, CMT2R"
ENSG00000119401	chr9:116687304-116701298	TRIM32	602290	Tripartite-motif-containing protein 32	"?Bardet-Biedl syndrome 11, 615988 (3), Autosomal recessive; Muscular dystrophy, limb-girdle, autosomal recessive 8, 254110 (3), Autosomal recessive"	"DDG2P, Limb girdle muscular dystrophy, Retinal disorders, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"HT2A, TATIP, BBS11"
ENSG00000108395	chr17:58968009-59106879	TRIM37	605073	Tripartite motif-containing 37	"Mulibrey nanism, 253250 (3), Autosomal recessive"	"Growth failure in early childhood, Inborn errors of metabolism, Clefting, DDG2P, IUGR and IGF abnormalities, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"KIAA0898, POB1, TEF3"
ENSG00000206557	chr3:32817996-32897823	TRIM71	618570	Tripartite motif-containing protein 71	"Hydrocephalus, congenital communicating, 1, 618667 (3), Autosomal dominant"	Severe Paediatric Disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"LIN41, LIN-41"
ENSG00000038382	chr5:14143341-14510203	TRIO	601893	Triple functional domain	"Intellectual developmental disorder, autosomal dominant 44, with microcephaly, 617061 (3), Autosomal dominant; Intellectual developmental disorder, autosomal dominant 63, with macrocephaly, 618825 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"26721934, 27418539, 32109419"	ARHGEF23
